"","type1","name1","type2","name2"
"5272","protein_coding","Adam10","lincRNA","1110018N20Rik"
"5273","protein_coding","Trps1","LINE","L1Md_F2"
"5274","protein_coding","Plce1","rRNA_repeat","LSU-rRNA_Hsa"
"5275","protein_coding","Map4k5","protein_coding","Ksr2"
"5276","protein_coding","0610010F05Rik","LTR","MTEa"
"5277","LTR","IAPEz-int","protein_coding","Cadm2"
"5278","LTR","IAPEz-int","LTR","IAPEz-int"
"5279","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"5280","protein_coding","Odz2","LTR","IAPEz-int"
"5281","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"5282","protein_coding","Ccl11","LTR","MTE2a"
"5283","protein_coding","Zfp442","protein_coding","Fgd1"
"5284","protein_coding","Nup210","protein_coding","Jak2"
"5285","protein_coding","Sacm1l","protein_coding","Atxn3"
"5286","LTR","IAPEz-int","LTR","IAPEz-int"
"5287","protein_coding","Palld","protein_coding","Nrg3"
"5288","protein_coding-noncoding","Mkln1","LTR","IAPEz-int"
"5289","protein_coding","Lrrtm4","LINE","L1_Mus1"
"5290","protein_coding","Ergic1","protein_coding","Lpar3"
"5291","protein_coding","Nos1ap","protein_coding","Ccdc164"
"5292","lincRNA","Gm16744","protein_coding","Nrg2"
"5293","LTR","IAPEz-int","protein_coding","Zfp398"
"5294","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5295","protein_coding","Dst","LINE","L1_Mus1"
"5296","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Zfp398"
"5297","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5298","LTR","IAPEz-int","LTR","IAPEz-int"
"5299","protein_coding","Eif6","protein_coding","Csf3r"
"5300","protein_coding","Lrrtm4","protein_coding","Dazap1"
"5301","LTR","IAPLTR2a","LINE","L1_Mus1"
"5302","protein_coding","Brd7","Simple_repeat","(T)n"
"5303","protein_coding","Sacm1l","protein_coding","Fam114a2"
"5304","processed_transcript","4930586N03Rik","protein_coding","Tshz2"
"5305","protein_coding","Map3k1","LTR","IAPEz-int"
"5306","LTR","IAPEz-int","protein_coding","Acvr1b"
"5307","protein_coding","Zfp677","protein_coding","Foxk1"
"5308","protein_coding","Robo1","LTR","IAPEz-int"
"5309","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Zfp398"
"5310","protein_coding","Kdm5b","SINE","B1_Mm"
"5311","SINE","RSINE1","protein_coding","Spag9"
"5312","protein_coding","Mid1","LINE","L2"
"5313","LINE","L1Md_T","LINE","L1Md_A"
"5314","protein_coding","Egfr","protein_coding","Arhgap26"
"5315","protein_coding","Sacm1l","antisense","Gm15564"
"5316","protein_coding","Copg2","LTR","RMER19C"
"5317","protein_coding","Aff4","protein_coding","Snd1"
"5318","LTR","IAPEz-int","protein_coding","Iqsec1"
"5319","protein_coding","Kcnd2","LTR","MTD"
"5320","LTR","IAPEz-int","protein_coding","Dpp6"
"5321","LTR","MurERV4_19-int","LTR","IAPEz-int"
"5322","protein_coding","2410017I17Rik","protein_coding","Scel"
"5323","protein_coding","Pdcd7","pseudogene","Gm3828"
"5324","protein_coding","Dab1","lincRNA","Gm16755"
"5325","LINE","L1Md_F2","lincRNA","Gm13780"
"5326","protein_coding","Macrod2","protein_coding","Gm20388"
"5327","LINE","Lx2","protein_coding","Scaf8"
"5328","SINE","B1_Mus2","protein_coding","4930453N24Rik"
"5329","LTR","IAPEz-int","LTR","IAPEz-int"
"5330","LINE","L1Md_F2","protein_coding","Atxn10"
"5331","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"5332","protein_coding","Celf2","protein_coding","Sacm1l"
"5333","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5334","protein_coding","Zfp398","protein_coding","Magi2"
"5335","protein_coding","Pdgfa","protein_coding","Cadm2"
"5336","LTR","IAPEz-int","LTR","IAPEz-int"
"5337","LTR","IAPLTR2a","protein_coding","Epha6"
"5338","protein_coding","Gm20388","protein_coding","Rbm11"
"5339","LTR","IAPEz-int","protein_coding","Clock"
"5340","protein_coding","Zc3h7a","protein_coding","Sacm1l"
"5341","protein_coding","Sacm1l","LTR","IAPEY3-int"
"5342","protein_coding","Ehd4","protein_coding","Zc3h7b"
"5343","LINE","L1_Mus4","LTR","IAPEz-int"
"5344","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5345","SINE","PB1D10","protein_coding","Zfp398"
"5346","LTR","IAPEz-int","protein_coding","Il1rapl2"
"5347","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5348","LTR","IAPEz-int","LINE","L1Md_T"
"5349","protein_coding","Arfrp1","LTR","IAPEz-int"
"5350","protein_coding-noncoding","Cntn1","protein_coding","Zfp398"
"5351","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"5352","LTR","IAPEz-int","protein_coding","Eml5"
"5353","protein_coding","Klhl7","protein_coding","Gm1973"
"5354","SINE","PB1D10","LTR","ORR1A1-int"
"5355","lincRNA","Gm11613","protein_coding","Nbn"
"5356","LTR","IAPEz-int","LINE","L1VL4"
"5357","protein_coding","Fras1","LTR","ORR1A2-int"
"5358","protein_coding","Cntn4","protein_coding","Mtor"
"5359","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5360","LTR","IAPEz-int","LTR","IAPEz-int"
"5361","LTR","IAPEz-int","protein_coding","Scarb1"
"5362","protein_coding-noncoding","Eif4a2","LINE","Lx8"
"5363","protein_coding","Kctd16","protein_coding","Slc25a13"
"5364","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5365","protein_coding","Ubn2","protein_coding","Ntm"
"5366","protein_coding","Pbx1","antisense","8030443G20Rik"
"5367","protein_coding","Pak2","LTR","IAPEz-int"
"5368","protein_coding","Fli1","protein_coding","Usp43"
"5369","protein_coding","Fbxl20","protein_coding","Creb3l2"
"5370","antisense","Gm15647","protein_coding","Rfx7"
"5371","protein_coding","Sacm1l","SINE","ID_B1"
"5372","LTR","IAPEz-int","protein_coding","Ciz1"
"5373","LTR","IAPEz-int","protein_coding","Kif3c"
"5374","protein_coding","Sacm1l","protein_coding","Cntnap2"
"5375","miRNA","mmu-miR-3473a","protein_coding","Myrip"
"5376","LTR","IAPLTR2a","protein_coding","Sacm1l"
"5377","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5378","protein_coding","Epha6","protein_coding","Usp15"
"5379","LINE","L1_Mus1","LINE","L1Md_A"
"5380","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5381","Simple_repeat","(CATA)n","protein_coding","Sacm1l"
"5382","LTR","IAPLTR2a","protein_coding","Ppp1r16a"
"5383","protein_coding","Cabp4","protein_coding","Brwd3"
"5384","LINE","Lx3_Mus","protein_coding","Unc79"
"5385","Low_complexity","AT_rich","protein_coding","Lamc1"
"5386","LINE","Lx9","protein_coding","Gm1973"
"5387","protein_coding","Fmnl2","SINE","ID_B1"
"5388","LTR","IAPEz-int","protein_coding","C77370"
"5389","protein_coding","Sacm1l","protein_coding","Pclo"
"5390","protein_coding","Ntrk2","LTR","IAPEz-int"
"5391","LTR","IAPEz-int","LTR","IAPEz-int"
"5392","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Camk1d"
"5393","protein_coding","Sacm1l","lincRNA","Gm13582"
"5394","rRNA_repeat","LSU-rRNA_Hsa","LTR","LTR40a"
"5395","LINE","Lx8","protein_coding","Cd109"
"5396","protein_coding","Nwd1","LINE","L1Md_A"
"5397","protein_coding","Thsd7b","protein_coding","Edil3"
"5398","protein_coding","Rad51l1","LTR","IAPEz-int"
"5399","LTR","IAPEz-int","LTR","IAPEz-int"
"5400","protein_coding","Camk4","protein_coding","Opcml"
"5401","protein_coding","Ptprm","SINE","B3A"
"5402","LTR","IAPEz-int","protein_coding","Sema6d"
"5403","LINE","Lx5","lincRNA","1700034P13Rik"
"5404","protein_coding","Bub1","protein_coding","Cntnap4"
"5405","LTR","IAPEz-int","LTR","IAPEz-int"
"5406","protein_coding","Sacm1l","protein_coding","Map3k1"
"5407","SINE","B1_Mus2","SINE","B1F"
"5408","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"5409","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5410","LINE","Lx8","LINE","L1Md_F3"
"5411","protein_coding","Olfr631","LTR","ORR1B1"
"5412","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5413","LINE","L1M4","LINE","L1Md_T"
"5414","protein_coding","Xkr6","protein_coding","Pcx"
"5415","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5416","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5417","protein_coding","Dag1","protein_coding","Mapkbp1"
"5418","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_A"
"5419","protein_coding","Agtpbp1","protein_coding","Zfp398"
"5420","LTR","IAPEz-int","LTR","IAPEz-int"
"5421","LTR","IAPEz-int","protein_coding","Macrod2"
"5422","LTR","IAPLTR2a","LTR","IAPEz-int"
"5423","protein_coding","Car7","protein_coding","Lrfn2"
"5424","protein_coding","Kif27","LINE","L1Md_T"
"5425","protein_coding","Scap","protein_coding","Tbl2"
"5426","LTR","IAPEz-int","protein_coding","Celf2"
"5427","protein_coding","Pi4ka","protein_coding","Tnk1"
"5428","protein_coding","Wisp1","protein_coding","Brd7"
"5429","LINE","Lx6","LTR","RLTR42-int"
"5430","LTR","IAPEz-int","LTR","IAPEz-int"
"5431","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5432","protein_coding","Samhd1","LTR","IAPEz-int"
"5433","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5434","LTR","IAPEz-int","LTR","IAPEz-int"
"5435","protein_coding","Grm8","protein_coding","Lyrm7"
"5436","LINE","L1_Mus1","protein_coding","Tpi1"
"5437","LTR","IAPLTR2a","protein_coding","Atp9a"
"5438","LTR","RMER16","LTR","MTD"
"5439","protein_coding","Rbfox1","protein_coding","Nos1ap"
"5440","LTR","IAPEz-int","LTR","IAPEz-int"
"5441","Simple_repeat","(CATA)n","LINE","Lx3_Mus"
"5442","LTR","IAPEz-int","LTR","IAPEz-int"
"5443","LINE","L1Md_A","protein_coding","Ddx39b"
"5444","LTR","IAPLTR2a","rRNA_repeat","LSU-rRNA_Hsa"
"5445","LTR","IAPEz-int","protein_coding","C1qtnf1"
"5446","protein_coding","Sacm1l","LTR","IAPEz-int"
"5447","protein_coding","Sppl3","LTR","IAPEz-int"
"5448","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5449","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5450","LTR","IAPLTR2a","LTR","LTRIS_Mus"
"5451","LTR","IAPEz-int","LTR","IAPEz-int"
"5452","LTR","IAPLTR2a","DNA","URR1B"
"5453","LINE","L1MA7","LTR","IAPEz-int"
"5454","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"5455","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Isoc2a"
"5456","protein_coding","Emr4","LINE","L1Md_F2"
"5457","protein_coding","Edc3","protein_coding","Gm7247"
"5458","protein_coding","Ar","SINE","RSINE1"
"5459","protein_coding","Ctnnal1","LTR","RMER15"
"5460","LINE","Lx9","protein_coding","2410076I21Rik"
"5461","LTR","IAPEz-int","LTR","IAPEz-int"
"5462","protein_coding","Dlgap1","protein_coding","Sacm1l"
"5463","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5464","LTR","IAPEz-int","DNA","Arthur1"
"5465","protein_coding","C77370","protein_coding","Ptprg"
"5466","protein_coding","Sacm1l","pseudogene","Gm3828"
"5467","protein_coding","Apba1","LTR","IAPEz-int"
"5468","protein_coding","Zfp442","lincRNA","Gm2115"
"5469","LTR","IAPEz-int","LTR","IAPEz-int"
"5470","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5471","protein_coding","Cd47","protein_coding","Smc1b"
"5472","SINE","B3A","protein_coding","Edc3"
"5473","SINE","B3","rRNA_repeat","LSU-rRNA_Hsa"
"5474","protein_coding","Sacm1l","protein_coding","Map3k1"
"5475","LTR","IAPEz-int","protein_coding","Tcf7l1"
"5476","protein_coding","Ptk2b","LTR","IAPEz-int"
"5477","protein_coding","Fut10","protein_coding","Wdfy4"
"5478","protein_coding","Ptchd1","LINE","Lx5"
"5479","LTR","IAPEz-int","LTR","IAPEz-int"
"5480","protein_coding","Fut8","protein_coding","Sacm1l"
"5481","lincRNA","Gm16875","protein_coding","Dmd"
"5482","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"5483","LINE","L1Md_A","protein_coding","Clns1a"
"5484","pseudogene","Gm16290","protein_coding","Rrp12"
"5485","protein_coding","Dym","protein_coding","Tnk1"
"5486","LTR","IAPEz-int","protein_coding","5730522E02Rik"
"5487","LTR","IAPEz-int","LTR","IAPEz-int"
"5488","protein_coding","Sirt1","protein_coding","Slc17a5"
"5489","protein_coding","Arpp21","LTR","MYSERV-int"
"5490","LTR","IAPEz-int","LINE","L1VL4"
"5491","LINE","L1MA6","protein_coding","Ankdd1b"
"5492","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"5493","protein_coding","Sacm1l","SINE","B1_Mm"
"5494","LINE","L1_Mus2","protein_coding","Negr1"
"5495","protein_coding","Eml6","lincRNA","Gm17692"
"5496","protein_coding","Gm3002","protein_coding","Sirt5"
"5497","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5498","LINE","Lx9","LTR","MLT2B4"
"5499","LTR","IAPEz-int","protein_coding","Kdm3b"
"5500","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5501","protein_coding","Ttc29","protein_coding","Pex5l"
"5502","protein_coding","Auts2","LINE","Lx2"
"5503","protein_coding","Slc7a14","protein_coding","Glra2"
"5504","LTR","IAPEz-int","LTR","IAPEz-int"
"5505","protein_coding","Ryr2","protein_coding","Spock3"
"5506","protein_coding","Erc1","SINE","PB1D9"
"5507","protein_coding","Pdcd7","protein_coding","Zfp398"
"5508","LTR","IAPEz-int","LTR","IAPEz-int"
"5509","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5510","protein_coding","9930021J03Rik","pseudogene","Gm6325"
"5511","LINE","L1_Rod","protein_coding","Erbb4"
"5512","protein_coding","Sacm1l","protein_coding","Zbtb40"
"5513","protein_coding","Rgs20","LTR","IAPEz-int"
"5514","protein_coding","Ptprt","protein_coding","Ankdd1b"
"5515","protein_coding","Pde8b","protein_coding","Dennd5b"
"5516","LTR","IAPEz-int","protein_coding","Erc2"
"5517","SINE","MIRc","protein_coding","Ptprd"
"5518","LINE","Lx9","protein_coding","Oxct1"
"5519","protein_coding","Dpyd","protein_coding","Themis"
"5520","LTR","IAPLTR2a","protein_coding","Hhipl1"
"5521","LTR","IAPEz-int","LTR","IAPEz-int"
"5522","protein_coding","Kat5","LTR","IAPEz-int"
"5523","protein_coding","Tacc3","SINE","RSINE1"
"5524","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5525","protein_coding","Fdx1l","protein_coding","Sptlc2"
"5526","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Camk1d"
"5527","protein_coding","Egfem1","protein_coding","Spata20"
"5528","protein_coding","Sacm1l","LTR","IAPEz-int"
"5529","protein_coding","Prkaa1","protein_coding","Trpv4"
"5530","LTR","IAPEz-int","LTR","IAPEz-int"
"5531","protein_coding-noncoding","Eif4a2","protein_coding","Chn2"
"5532","LTR","IAPEz-int","LTR","IAPEz-int"
"5533","LTR","IAPEz-int","protein_coding","Ces1d"
"5534","protein_coding","Adamdec1","protein_coding","Pgam5"
"5535","LTR","IAPEz-int","LTR","IAPEz-int"
"5536","protein_coding","Dlgap1","protein_coding","Zfp330"
"5537","protein_coding","Lingo2","protein_coding","Garnl3"
"5538","LTR","IAPEz-int","protein_coding","Pclo"
"5539","protein_coding","Ube3b","protein_coding","Rmnd5a"
"5540","protein_coding","Odz4","protein_coding","Wdfy4"
"5541","LTR","IAPEz-int","LTR","IAPEz-int"
"5542","LINE","L1ME3A","protein_coding","Dlg2"
"5543","protein_coding","Wdr47","LTR","IAPEz-int"
"5544","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"5545","LTR","IAPEz-int","protein_coding","Ptprj"
"5546","LTR","IAPEz-int","LTR","IAPEz-int"
"5547","LTR","IAPEz-int","protein_coding","Shoc2"
"5548","Simple_repeat","(GGA)n","protein_coding","Abca16"
"5549","protein_coding","Dhdds","protein_coding","Rsph10b2"
"5550","LINE","L1MC1","protein_coding","Inadl"
"5551","LTR","MuRRS4-int","protein_coding","Ttll5"
"5552","LTR","IAPEz-int","LTR","IAPEz-int"
"5553","LTR","IAPEz-int","LTR","IAPEz-int"
"5554","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5555","protein_coding","Palld","protein_coding","Synrg"
"5556","LINE","MusHAL1","protein_coding","Ppip5k1"
"5557","protein_coding","Scd3","protein_coding","Sacm1l"
"5558","protein_coding","Eml4","LINE","Lx5"
"5559","LTR","MMVL30-int","protein_coding","Smarca1"
"5560","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5561","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"5562","protein_coding","0610011L14Rik","LTR","IAPEz-int"
"5563","protein_coding","Flot2","LINE","L1Md_A"
"5564","LINE","L1Md_F3","LINE","Lx7"
"5565","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"5566","LTR","IAPEz-int","LTR","IAPEz-int"
"5567","protein_coding","Mctp2","protein_coding","Zfp957"
"5568","protein_coding","Lypd1","LINE","L1_Mus3"
"5569","LTR","IAPEz-int","LTR","IAPEz-int"
"5570","protein_coding","Wdr76","protein_coding","Iqsec1"
"5571","LINE","L1Md_T","rRNA_repeat","LSU-rRNA_Hsa"
"5572","protein_coding","Zc3h7a","LINE","L2"
"5573","LTR","IAPEz-int","LTR","IAPEz-int"
"5574","protein_coding","Stxbp2","protein_coding","Klhl18"
"5575","LTR","RNERVK23-int","LINE","L1_Mus4"
"5576","LINE","L1_Mur2","protein_coding","Stag1"
"5577","LTR","IAPEz-int","LTR","IAPEz-int"
"5578","SINE","MIR","protein_coding","Sacm1l"
"5579","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"5580","protein_coding","Ar","SINE","RSINE1"
"5581","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5582","LTR","IAPEz-int","LTR","IAPEz-int"
"5583","LTR","IAPEz-int","protein_coding","Sacm1l"
"5584","LTR","IAPEz-int","LTR","IAPEz-int"
"5585","LTR","IAPEz-int","Simple_repeat","(TA)n"
"5586","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"5587","SINE","B1_Mus2","LTR","IAPEz-int"
"5588","LTR","IAPEz-int","LTR","IAPEz-int"
"5589","LTR","IAPEz-int","protein_coding","Robo2"
"5590","LINE","L1Md_F2","protein_coding","Serinc5"
"5591","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5592","LTR","IAPEz-int","lincRNA","Rian"
"5593","protein_coding","Grm8","LTR","MTD"
"5594","LTR","IAPEz-int","LINE","Lx5"
"5595","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5596","rRNA_repeat","LSU-rRNA_Hsa","LTR","MYSERV-int"
"5597","LTR","RMER19B","protein_coding","Leo1"
"5598","LTR","IAPLTR2a","LTR","IAPEz-int"
"5599","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5600","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"5601","protein_coding","Ar","SINE","RSINE1"
"5602","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5603","protein_coding","Sacm1l","protein_coding","Map3k1"
"5604","protein_coding","Dlk1","protein_coding","Eif2d"
"5605","lincRNA","Gm17306","protein_coding","Atxn10"
"5606","LINE","L1_Mus1","protein_coding","Arfgap3"
"5607","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5608","protein_coding","Sacm1l","protein_coding","Cntnap2"
"5609","LTR","RLTR15","protein_coding","Il1rapl2"
"5610","protein_coding","Rxfp1","protein_coding","Bri3"
"5611","LTR","IAPEz-int","LTR","IAPEz-int"
"5612","protein_coding","Sacm1l","protein_coding","Camk1d"
"5613","LTR","IAPEz-int","LTR","IAPEz-int"
"5614","LTR","IAPEz-int","LTR","IAPEz-int"
"5615","protein_coding","Fat3","protein_coding","Arhgap8"
"5616","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"5617","protein_coding","Il12rb2","protein_coding","Clca2"
"5618","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"5619","LTR","IAPEz-int","LTR","IAPEz-int"
"5620","SINE","B3","protein_coding","Gpatch2"
"5621","protein_coding","Bmp6","protein_coding","Fam190a"
"5622","protein_coding","Scap","protein_coding","Paqr6"
"5623","LTR","IAPEz-int","LTR","IAPEz-int"
"5624","LTR","IAPEz-int","LTR","IAPEz-int"
"5625","protein_coding","Itga9","LINE","L1M2"
"5626","LTR","IAPEz-int","protein_coding","Naif1"
"5627","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"5628","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1_Mus1"
"5629","SINE","B2_Mm2","protein_coding","Sae1"
"5630","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"5631","LTR","IAPEz-int","protein_coding","Scn9a"
"5632","LTR","IAPEz-int","LTR","IAPEz-int"
"5633","LTR","IAPEz-int","LTR","IAPEz-int"
"5634","protein_coding","Tmed7","LTR","IAPEz-int"
"5635","protein_coding","Rabep1","DNA","MER115"
"5636","protein_coding","Cep135","lincRNA","Gm16195"
"5637","protein_coding","Auts2","protein_coding","Klhdc8a"
"5638","protein_coding","Grk1","protein_coding","Egfem1"
"5639","protein_coding","Usp3","protein_coding","Parvb"
"5640","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"5641","LTR","IAPLTR2a","protein_coding","Sacm1l"
"5642","protein_coding","Pdcd7","protein_coding","Robo2"
"5643","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"5644","SINE","B4","LTR","IAPLTR2a"
"5645","protein_coding","Ptprd","LINE","L1_Mus1"
"5646","protein_coding","Rbfox1","protein_coding","Cacna1d"
"5647","LTR","MTE2a","LTR","RMER17C"
"5648","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5649","LINE","L1Md_T","LTR","IAPEz-int"
"5650","LTR","IAPEz-int","rRNA_repeat","LSU-rRNA_Hsa"
"5651","LTR","IAPLTR2a","LTR","MTD"
"5652","LTR","IAPLTR1a_Mm","protein_coding","Mkl1"
"5653","LINE","L2c","protein_coding","Ahcyl1"
"5654","protein_coding","Zfp398","protein_coding","Ssbp4"
"5655","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"5656","LTR","IAPEz-int","LTR","IAPEz-int"
"5657","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Nfkbil1"
"5658","protein_coding","Negr1","LTR","MLT1N2"
"5659","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Camk1d"
"5660","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"5661","protein_coding","Cntnap2","LTR","MTE2b"
"5662","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"5663","protein_coding","Sacm1l","protein_coding","Dlgap1"
"5664","protein_coding","Pde3a","protein_coding","Rspo3"
"5665","protein_coding","Sacm1l","protein_coding","Stox2"
"5666","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"5667","protein_coding","Trip4","LTR","ORR1A2"
"5668","protein_coding","Fut8","protein_coding","Sacm1l"
"5669","LTR","IAPEz-int","protein_coding-noncoding","Ydjc"
"5670","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Kcnh7"
"5671","protein_coding","Rab3c","protein_coding","Pbx3"
